in s,C1 in V,C3 in V
9.540E-08,3.10107E-01,5.71777E-02
9.560E-08,2.82275E-01,9.23340E-02
9.580E-08,2.27100E-01,1.56299E-01
9.600E-08,1.66064E-01,2.17822E-01
9.620E-08,1.16260E-01,2.61768E-01
9.640E-08,8.45215E-02,2.93994E-01
9.660E-08,6.30371E-02,3.17920E-01
9.680E-08,4.88770E-02,3.31592E-01
9.700E-08,3.91113E-02,3.36963E-01
9.720E-08,3.56934E-02,3.40869E-01
9.740E-08,3.32520E-02,3.33057E-01
9.760E-08,4.69238E-02,3.05713E-01
9.780E-08,9.28223E-02,2.54443E-01
9.800E-08,1.59717E-01,1.90967E-01
9.820E-08,2.20752E-01,1.35303E-01
9.840E-08,2.65674E-01,9.47754E-02
9.860E-08,3.00830E-01,7.03613E-02
9.880E-08,3.34521E-01,6.20605E-02
9.900E-08,3.53564E-01,5.96191E-02
9.920E-08,3.58936E-01,5.47363E-02
9.940E-08,3.54541E-01,4.35059E-02
9.960E-08,3.51611E-01,3.37402E-02
9.980E-08,3.52100E-01,2.69043E-02
1.000E-07,3.55029E-01,2.15332E-02
1.002E-07,3.55518E-01,1.61621E-02
1.004E-07,3.57471E-01,1.17676E-02
1.006E-07,3.61377E-01,1.07910E-02
1.008E-07,3.68213E-01,9.81445E-03
1.010E-07,3.76025E-01,8.34961E-03
1.012E-07,3.77979E-01,5.90820E-03
1.014E-07,3.76514E-01,2.49023E-03
1.016E-07,3.66748E-01,9.32617E-03
1.018E-07,3.39404E-01,3.91113E-02
1.020E-07,2.83252E-01,1.02100E-01
1.022E-07,2.12939E-01,1.72412E-01
1.024E-07,1.53369E-01,2.30518E-01
1.026E-07,1.08936E-01,2.76904E-01
1.028E-07,8.06152E-02,3.12549E-01
1.030E-07,5.96191E-02,3.39404E-01
1.032E-07,4.49707E-02,3.53564E-01
1.034E-07,3.22754E-02,3.61377E-01
1.036E-07,2.54395E-02,3.55518E-01
1.038E-07,3.17871E-02,3.29639E-01
1.040E-07,7.13379E-02,2.82764E-01
1.042E-07,1.38232E-01,2.17822E-01
1.044E-07,2.03174E-01,1.52393E-01
1.046E-07,2.56396E-01,1.04053E-01
1.048E-07,2.97412E-01,7.28027E-02
1.050E-07,3.30615E-01,5.42480E-02
1.052E-07,3.50146E-01,3.91113E-02
1.054E-07,3.60400E-01,2.78809E-02
1.056E-07,3.63818E-01,1.95801E-02
1.058E-07,3.55518E-01,2.54395E-02
1.060E-07,3.24756E-01,5.96191E-02
1.062E-07,2.66162E-01,1.21631E-01
1.064E-07,1.99756E-01,1.86084E-01
1.066E-07,1.46045E-01,2.39795E-01
1.068E-07,1.08936E-01,2.82764E-01
1.070E-07,7.96387E-02,3.16943E-01
1.072E-07,5.62012E-02,3.38916E-01
1.074E-07,4.00879E-02,3.48193E-01
1.076E-07,3.12988E-02,3.52100E-01
1.078E-07,2.64160E-02,3.45752E-01
1.080E-07,3.42285E-02,3.21826E-01
1.082E-07,7.52441E-02,2.73486E-01
1.084E-07,1.43115E-01,2.06104E-01
1.086E-07,2.04150E-01,1.46045E-01
1.088E-07,2.51025E-01,1.02100E-01
1.090E-07,2.81787E-01,7.03613E-02
1.092E-07,3.01318E-01,4.54590E-02
1.094E-07,3.21338E-01,3.12988E-02
1.096E-07,3.43311E-01,3.47168E-02
1.098E-07,3.59912E-01,4.64355E-02
1.100E-07,3.61865E-01,4.93652E-02
1.102E-07,3.52588E-01,4.05762E-02
1.104E-07,3.41357E-01,2.93457E-02
1.106E-07,3.41846E-01,2.25098E-02
1.108E-07,3.51123E-01,2.29980E-02
1.110E-07,3.61865E-01,2.29980E-02
1.112E-07,3.66748E-01,2.05566E-02
1.114E-07,3.69678E-01,1.61621E-02
1.116E-07,3.72119E-01,1.12793E-02
1.118E-07,3.77979E-01,5.90820E-03
1.120E-07,3.82373E-01,5.41992E-03
1.122E-07,3.84326E-01,6.39648E-03
1.124E-07,3.84326E-01,7.37305E-03
1.126E-07,3.84814E-01,7.37305E-03
1.128E-07,3.82861E-01,7.86133E-03
1.130E-07,3.76514E-01,9.81445E-03
1.132E-07,3.75049E-01,1.22559E-02
1.134E-07,3.74072E-01,1.56738E-02
1.136E-07,3.72119E-01,1.90918E-02
1.138E-07,3.65771E-01,2.15332E-02
1.140E-07,3.57471E-01,1.95801E-02
1.142E-07,3.54541E-01,1.81152E-02
1.144E-07,3.55029E-01,1.71387E-02
1.146E-07,3.57959E-01,1.71387E-02
1.148E-07,3.60889E-01,1.56738E-02
1.150E-07,3.64307E-01,1.27441E-02
1.152E-07,3.69189E-01,6.39648E-03
1.154E-07,3.73096E-01,2.49023E-03
1.156E-07,3.78467E-01,-1.90430E-03
1.158E-07,3.82861E-01,-5.81055E-03
1.160E-07,3.86279E-01,-9.71680E-03
1.162E-07,3.86768E-01,-8.74023E-03
1.164E-07,3.86768E-01,-8.25195E-03
1.166E-07,3.82861E-01,-5.81055E-03
1.168E-07,3.81396E-01,-6.29883E-03
1.170E-07,3.79932E-01,-4.83398E-03
1.172E-07,3.77979E-01,-2.39258E-03
1.174E-07,3.77490E-01,6.39648E-03
1.176E-07,3.74072E-01,1.42090E-02
1.178E-07,3.68213E-01,2.05566E-02
1.180E-07,3.62842E-01,1.90918E-02
1.182E-07,3.62842E-01,1.51855E-02
1.184E-07,3.65771E-01,1.07910E-02
1.186E-07,3.70654E-01,1.07910E-02
1.188E-07,3.73096E-01,8.34961E-03
1.190E-07,3.77002E-01,3.46680E-03
1.192E-07,3.77490E-01,4.88281E-05
1.194E-07,3.78955E-01,-9.27734E-04
1.196E-07,3.85791E-01,3.95508E-03
1.198E-07,3.92139E-01,9.81445E-03
1.200E-07,3.88232E-01,8.34961E-03
1.202E-07,3.78467E-01,3.46680E-03
1.204E-07,3.65283E-01,-1.41602E-03
1.206E-07,3.59424E-01,5.37109E-04
1.208E-07,3.60889E-01,5.41992E-03
1.210E-07,3.63818E-01,5.41992E-03
1.212E-07,3.63818E-01,1.51367E-03
1.214E-07,3.64307E-01,1.02539E-03
1.216E-07,3.65771E-01,5.41992E-03
1.218E-07,3.66748E-01,1.17676E-02
1.220E-07,3.67236E-01,1.61621E-02
1.222E-07,3.71143E-01,1.42090E-02
1.224E-07,3.77002E-01,1.22559E-02
1.226E-07,3.82861E-01,8.83789E-03
1.228E-07,3.83838E-01,4.44336E-03
1.230E-07,3.83350E-01,1.51367E-03
1.232E-07,3.79932E-01,2.00195E-03
1.234E-07,3.77002E-01,4.44336E-03
1.236E-07,3.76514E-01,4.44336E-03
1.238E-07,3.77490E-01,2.97852E-03
1.240E-07,3.79443E-01,1.51367E-03
1.242E-07,3.79443E-01,5.37109E-04
1.244E-07,3.77002E-01,2.00195E-03
1.246E-07,3.73584E-01,1.51367E-03
1.248E-07,3.72119E-01,6.39648E-03
1.250E-07,3.72607E-01,8.83789E-03
1.252E-07,3.72607E-01,1.07910E-02
1.254E-07,3.72119E-01,9.32617E-03
1.256E-07,3.73584E-01,8.34961E-03
1.258E-07,3.76025E-01,7.37305E-03
1.260E-07,3.76025E-01,6.88477E-03
1.262E-07,3.76514E-01,6.39648E-03
1.264E-07,3.75537E-01,2.49023E-03
1.266E-07,3.76025E-01,2.00195E-03
1.268E-07,3.75537E-01,3.46680E-03
1.270E-07,3.76025E-01,4.44336E-03
1.272E-07,3.74561E-01,4.44336E-03
1.274E-07,3.74561E-01,2.97852E-03
1.276E-07,3.75537E-01,2.97852E-03
1.278E-07,3.74561E-01,3.95508E-03
1.280E-07,3.73584E-01,1.51367E-03
1.282E-07,3.72607E-01,1.51367E-03
1.284E-07,3.71143E-01,1.51367E-03
1.286E-07,3.71143E-01,2.97852E-03
1.288E-07,3.71631E-01,3.95508E-03
1.290E-07,3.73096E-01,3.95508E-03
1.292E-07,3.75049E-01,4.93164E-03
1.294E-07,3.73584E-01,6.88477E-03
1.296E-07,3.72607E-01,9.81445E-03
1.298E-07,3.68213E-01,7.37305E-03
1.300E-07,3.59912E-01,-2.39258E-03
1.302E-07,3.60889E-01,-6.29883E-03
1.304E-07,3.75537E-01,1.51367E-03
1.306E-07,3.91162E-01,1.42090E-02
1.308E-07,3.96045E-01,1.76270E-02
1.310E-07,3.89697E-01,1.27441E-02
1.312E-07,3.77979E-01,3.95508E-03
1.314E-07,3.75049E-01,3.46680E-03
1.316E-07,3.76514E-01,6.39648E-03
1.318E-07,3.76514E-01,9.81445E-03
1.320E-07,3.77002E-01,6.39648E-03
1.322E-07,3.76514E-01,4.93164E-03
1.324E-07,3.77979E-01,4.93164E-03
1.326E-07,3.78955E-01,5.41992E-03
1.328E-07,3.77979E-01,7.37305E-03
1.330E-07,3.77979E-01,8.83789E-03
1.332E-07,3.78467E-01,1.07910E-02
1.334E-07,3.79443E-01,1.07910E-02
1.336E-07,3.79443E-01,9.32617E-03
1.338E-07,3.77490E-01,6.88477E-03
1.340E-07,3.75537E-01,4.93164E-03
1.342E-07,3.75049E-01,6.39648E-03
1.344E-07,3.77979E-01,7.37305E-03
1.346E-07,3.79443E-01,9.32617E-03
1.348E-07,3.79443E-01,9.81445E-03
1.350E-07,3.78955E-01,9.32617E-03
1.352E-07,3.78955E-01,8.34961E-03
1.354E-07,3.78467E-01,7.86133E-03
1.356E-07,3.77490E-01,6.39648E-03
1.358E-07,3.75049E-01,3.95508E-03
1.360E-07,3.75537E-01,3.46680E-03
1.362E-07,3.77002E-01,4.93164E-03
1.364E-07,3.77490E-01,6.39648E-03
1.366E-07,3.77002E-01,4.44336E-03
1.368E-07,3.73584E-01,3.46680E-03
1.370E-07,3.75049E-01,2.97852E-03
1.372E-07,3.73584E-01,4.44336E-03
1.374E-07,3.73584E-01,3.46680E-03
1.376E-07,3.75049E-01,3.46680E-03
1.378E-07,3.76025E-01,1.02539E-03
1.380E-07,3.77490E-01,5.37109E-04
1.382E-07,3.77002E-01,1.51367E-03
1.384E-07,3.75049E-01,3.46680E-03
1.386E-07,3.75049E-01,2.97852E-03
1.388E-07,3.77002E-01,1.51367E-03
1.390E-07,3.78467E-01,1.51367E-03
1.392E-07,3.80908E-01,2.49023E-03
1.394E-07,3.82373E-01,3.95508E-03
1.396E-07,3.81396E-01,4.44336E-03
1.398E-07,3.78955E-01,2.97852E-03
1.400E-07,3.77979E-01,2.49023E-03
1.402E-07,3.77979E-01,3.95508E-03
1.404E-07,3.84814E-01,7.37305E-03
1.406E-07,3.91650E-01,1.37207E-02
1.408E-07,3.92627E-01,1.71387E-02
1.410E-07,3.83838E-01,1.22559E-02
1.412E-07,3.72119E-01,1.51367E-03
1.414E-07,3.65771E-01,-5.81055E-03
1.416E-07,3.66748E-01,-4.83398E-03
1.418E-07,3.72607E-01,-9.27734E-04
1.420E-07,3.77002E-01,4.88281E-05
1.422E-07,3.78467E-01,-1.41602E-03
1.424E-07,3.80420E-01,-4.39453E-04
1.426E-07,3.78955E-01,3.46680E-03
1.428E-07,3.76514E-01,4.93164E-03
1.430E-07,3.78467E-01,4.44336E-03
1.432E-07,3.81396E-01,3.46680E-03
1.434E-07,3.83838E-01,4.93164E-03
1.436E-07,3.81885E-01,5.90820E-03
1.438E-07,3.78467E-01,3.95508E-03
1.440E-07,3.76025E-01,2.00195E-03
1.442E-07,3.77002E-01,1.51367E-03
1.444E-07,3.78467E-01,2.00195E-03
1.446E-07,3.78955E-01,2.97852E-03
1.448E-07,3.79443E-01,5.41992E-03
1.450E-07,3.79443E-01,8.34961E-03
1.452E-07,3.82373E-01,9.32617E-03
1.454E-07,3.82861E-01,1.03027E-02
1.456E-07,3.81396E-01,1.03027E-02
1.458E-07,3.79443E-01,1.03027E-02
1.460E-07,3.76514E-01,6.88477E-03
1.462E-07,3.78955E-01,3.95508E-03
1.464E-07,3.80420E-01,2.97852E-03
1.466E-07,3.80420E-01,6.39648E-03
1.468E-07,3.81396E-01,8.34961E-03
1.470E-07,3.79443E-01,8.34961E-03
1.472E-07,3.80420E-01,5.90820E-03
1.474E-07,3.79443E-01,5.90820E-03
1.476E-07,3.77979E-01,7.37305E-03
1.478E-07,3.77002E-01,6.88477E-03
1.480E-07,3.76514E-01,7.37305E-03
1.482E-07,3.78467E-01,6.88477E-03
1.484E-07,3.80420E-01,7.86133E-03
1.486E-07,3.83350E-01,5.90820E-03
1.488E-07,3.80908E-01,1.51367E-03
1.490E-07,3.74561E-01,-1.41602E-03
1.492E-07,3.71143E-01,-4.39453E-04
1.494E-07,3.72607E-01,2.00195E-03
1.496E-07,3.76025E-01,4.44336E-03
1.498E-07,3.78467E-01,4.44336E-03
1.500E-07,3.78467E-01,1.51367E-03
1.502E-07,3.76514E-01,-4.39453E-04
1.504E-07,3.76025E-01,1.02539E-03
1.506E-07,3.72607E-01,1.51367E-03
1.508E-07,3.63330E-01,-1.90430E-03
1.510E-07,3.59912E-01,-5.32227E-03
1.512E-07,3.70166E-01,1.51367E-03
1.514E-07,3.85303E-01,1.32324E-02
1.516E-07,3.93115E-01,2.20215E-02
1.518E-07,3.90674E-01,1.56738E-02
1.520E-07,3.82373E-01,4.93164E-03
1.522E-07,3.78467E-01,-2.39258E-03
1.524E-07,3.80908E-01,-4.39453E-04
1.526E-07,3.85791E-01,3.46680E-03
1.528E-07,3.87744E-01,6.39648E-03
1.530E-07,3.83350E-01,7.86133E-03
1.532E-07,3.79932E-01,1.12793E-02
1.534E-07,3.76514E-01,1.12793E-02
1.536E-07,3.78467E-01,6.88477E-03
1.538E-07,3.80908E-01,3.46680E-03
1.540E-07,3.82861E-01,4.88281E-05
1.542E-07,3.82373E-01,2.00195E-03
1.544E-07,3.79932E-01,3.46680E-03
1.546E-07,3.75049E-01,3.95508E-03
1.548E-07,3.75537E-01,5.41992E-03
1.550E-07,3.76025E-01,6.39648E-03
1.552E-07,3.79443E-01,5.90820E-03
1.554E-07,3.80908E-01,4.93164E-03
1.556E-07,3.79443E-01,4.44336E-03
1.558E-07,3.77002E-01,3.46680E-03
1.560E-07,3.77979E-01,4.44336E-03
1.562E-07,3.80420E-01,5.41992E-03
1.564E-07,3.80908E-01,5.90820E-03
1.566E-07,3.79932E-01,5.90820E-03
1.568E-07,3.77490E-01,3.95508E-03
1.570E-07,3.75049E-01,4.44336E-03
1.572E-07,3.72119E-01,3.46680E-03
1.574E-07,3.70166E-01,3.46680E-03
1.576E-07,3.71631E-01,3.46680E-03
1.578E-07,3.73584E-01,2.97852E-03
1.580E-07,3.77490E-01,1.51367E-03
1.582E-07,3.77979E-01,5.37109E-04
1.584E-07,3.76514E-01,-9.27734E-04
1.586E-07,3.74561E-01,4.88281E-05
1.588E-07,3.73584E-01,2.00195E-03
1.590E-07,3.74561E-01,3.46680E-03
1.592E-07,3.74561E-01,2.00195E-03
1.594E-07,3.72607E-01,1.02539E-03
1.596E-07,3.72119E-01,1.02539E-03
1.598E-07,3.72607E-01,4.88281E-05
1.600E-07,3.73096E-01,5.37109E-04
1.602E-07,3.75537E-01,3.46680E-03
1.604E-07,3.77002E-01,3.95508E-03
1.606E-07,3.77979E-01,2.49023E-03
1.608E-07,3.75537E-01,2.97852E-03
1.610E-07,3.74561E-01,3.46680E-03
1.612E-07,3.77979E-01,6.39648E-03
1.614E-07,3.86279E-01,1.17676E-02
1.616E-07,3.86279E-01,1.51855E-02
1.618E-07,3.78467E-01,1.37207E-02
1.620E-07,3.67725E-01,3.46680E-03
1.622E-07,3.63818E-01,-1.90430E-03
1.624E-07,3.66260E-01,-9.27734E-04
1.626E-07,3.67236E-01,3.95508E-03
1.628E-07,3.66260E-01,4.44336E-03
1.630E-07,3.65283E-01,3.46680E-03
1.632E-07,3.70166E-01,2.49023E-03
1.634E-07,3.75537E-01,4.93164E-03
1.636E-07,3.77490E-01,6.88477E-03
1.638E-07,3.77002E-01,7.37305E-03
1.640E-07,3.76025E-01,8.34961E-03
1.642E-07,3.77979E-01,1.03027E-02
1.644E-07,3.79443E-01,1.07910E-02
1.646E-07,3.78467E-01,8.83789E-03
1.648E-07,3.77490E-01,4.93164E-03
1.650E-07,3.77979E-01,4.44336E-03
1.652E-07,3.79443E-01,6.88477E-03
1.654E-07,3.81396E-01,1.07910E-02
1.656E-07,3.80908E-01,1.03027E-02
1.658E-07,3.79932E-01,1.07910E-02
1.660E-07,3.78467E-01,6.88477E-03
1.662E-07,3.75049E-01,3.95508E-03
1.664E-07,3.75049E-01,2.49023E-03
1.666E-07,3.77002E-01,2.49023E-03
1.668E-07,3.77002E-01,3.46680E-03
1.670E-07,3.77979E-01,4.44336E-03
1.672E-07,3.78955E-01,3.95508E-03
1.674E-07,3.78955E-01,3.95508E-03
1.676E-07,3.77490E-01,3.95508E-03
1.678E-07,3.76025E-01,3.46680E-03
1.680E-07,3.75049E-01,4.93164E-03
1.682E-07,3.75537E-01,4.44336E-03
1.684E-07,3.75537E-01,4.93164E-03
1.686E-07,3.76514E-01,5.90820E-03
1.688E-07,3.75537E-01,7.37305E-03
1.690E-07,3.73096E-01,7.86133E-03
1.692E-07,3.72119E-01,7.37305E-03
1.694E-07,3.71143E-01,7.37305E-03
1.696E-07,3.71143E-01,6.88477E-03
1.698E-07,3.71143E-01,4.44336E-03
1.700E-07,3.71631E-01,1.51367E-03
1.702E-07,3.70654E-01,-4.39453E-04
1.704E-07,3.72607E-01,-4.39453E-04
1.706E-07,3.74561E-01,2.00195E-03
1.708E-07,3.76025E-01,3.95508E-03
1.710E-07,3.76514E-01,5.41992E-03
1.712E-07,3.78467E-01,4.44336E-03
1.714E-07,3.77002E-01,3.46680E-03
1.716E-07,3.68213E-01,-3.85742E-03
1.718E-07,3.61865E-01,-1.06934E-02
1.720E-07,3.68701E-01,-5.81055E-03
1.722E-07,3.84326E-01,8.34961E-03
1.724E-07,3.93115E-01,1.90918E-02
1.726E-07,3.91650E-01,1.51855E-02
1.728E-07,3.81885E-01,6.88477E-03
1.730E-07,3.76025E-01,5.37109E-04
1.732E-07,3.78955E-01,2.00195E-03
1.734E-07,3.82373E-01,4.93164E-03
1.736E-07,3.82861E-01,4.44336E-03
1.738E-07,3.81396E-01,3.46680E-03
1.740E-07,3.79932E-01,2.97852E-03
1.742E-07,3.79443E-01,5.90820E-03
1.744E-07,3.79932E-01,9.81445E-03
1.746E-07,3.80908E-01,9.32617E-03
1.748E-07,3.84814E-01,9.32617E-03
1.750E-07,3.86279E-01,1.03027E-02
1.752E-07,3.83350E-01,8.83789E-03
1.754E-07,3.78955E-01,5.90820E-03
1.756E-07,3.76514E-01,2.00195E-03
1.758E-07,3.76514E-01,3.95508E-03
1.760E-07,3.77002E-01,5.41992E-03
1.762E-07,3.77979E-01,7.37305E-03
1.764E-07,3.78955E-01,6.88477E-03
1.766E-07,3.79443E-01,6.88477E-03
1.768E-07,3.77979E-01,5.41992E-03
1.770E-07,3.80908E-01,4.44336E-03
1.772E-07,3.81885E-01,5.41992E-03
1.774E-07,3.81885E-01,6.88477E-03
1.776E-07,3.81396E-01,7.37305E-03
1.778E-07,3.79932E-01,6.88477E-03
1.780E-07,3.79443E-01,5.41992E-03
1.782E-07,3.79932E-01,2.49023E-03
1.784E-07,3.79443E-01,2.00195E-03
1.786E-07,3.78467E-01,2.00195E-03
1.788E-07,3.80420E-01,4.88281E-05
1.790E-07,3.81396E-01,4.88281E-05
1.792E-07,3.82373E-01,1.51367E-03
1.794E-07,3.83350E-01,1.51367E-03
1.796E-07,3.81885E-01,-1.41602E-03
1.798E-07,3.83350E-01,-2.39258E-03
1.800E-07,3.81885E-01,-4.39453E-04
1.802E-07,3.81885E-01,1.02539E-03
1.804E-07,3.80908E-01,2.49023E-03
1.806E-07,3.80908E-01,4.44336E-03
1.808E-07,3.79932E-01,4.93164E-03
1.810E-07,3.77490E-01,4.93164E-03
1.812E-07,3.77490E-01,3.46680E-03
1.814E-07,3.77490E-01,1.51367E-03
1.816E-07,3.77979E-01,1.51367E-03
1.818E-07,3.80908E-01,2.00195E-03
1.820E-07,3.85791E-01,4.44336E-03
1.822E-07,3.93115E-01,1.22559E-02
1.824E-07,3.94092E-01,1.51855E-02
1.826E-07,3.83838E-01,9.32617E-03
1.828E-07,3.73584E-01,1.51367E-03
1.830E-07,3.67236E-01,-4.34570E-03
1.832E-07,3.69189E-01,-2.88086E-03
1.834E-07,3.72119E-01,5.37109E-04
1.836E-07,3.71143E-01,1.02539E-03
1.838E-07,3.72607E-01,5.37109E-04
1.840E-07,3.73584E-01,2.49023E-03
1.842E-07,3.74561E-01,5.41992E-03
1.844E-07,3.77490E-01,3.46680E-03
1.846E-07,3.79443E-01,-4.39453E-04
1.848E-07,3.81885E-01,4.88281E-05
1.850E-07,3.82861E-01,2.00195E-03
1.852E-07,3.81396E-01,2.97852E-03
1.854E-07,3.79932E-01,4.93164E-03
1.856E-07,3.78467E-01,6.39648E-03
1.858E-07,3.79443E-01,9.32617E-03
1.860E-07,3.80420E-01,8.83789E-03
1.862E-07,3.78467E-01,7.86133E-03
1.864E-07,3.79443E-01,6.39648E-03
1.866E-07,3.79443E-01,5.41992E-03
1.868E-07,3.80908E-01,2.97852E-03
1.870E-07,3.81396E-01,3.46680E-03
1.872E-07,3.82861E-01,5.41992E-03
1.874E-07,3.80908E-01,7.37305E-03
1.876E-07,3.77979E-01,7.37305E-03
1.878E-07,3.76514E-01,5.90820E-03
1.880E-07,3.77979E-01,4.44336E-03
1.882E-07,3.79932E-01,6.88477E-03
1.884E-07,3.81396E-01,9.32617E-03
1.886E-07,3.78467E-01,7.86133E-03
1.888E-07,3.76514E-01,4.93164E-03
1.890E-07,3.76025E-01,1.02539E-03
1.892E-07,3.77490E-01,2.49023E-03
1.894E-07,3.78955E-01,3.46680E-03
1.896E-07,3.79932E-01,5.41992E-03
1.898E-07,3.78955E-01,6.39648E-03
1.900E-07,3.78955E-01,5.41992E-03
1.902E-07,3.78467E-01,3.46680E-03
1.904E-07,3.77002E-01,1.02539E-03
1.906E-07,3.73584E-01,2.00195E-03
1.908E-07,3.74561E-01,2.49023E-03
1.910E-07,3.75049E-01,3.46680E-03
1.912E-07,3.75537E-01,4.44336E-03
1.914E-07,3.75537E-01,4.93164E-03
1.916E-07,3.75049E-01,4.44336E-03
1.918E-07,3.75537E-01,4.93164E-03
1.920E-07,3.77002E-01,6.39648E-03
1.922E-07,3.76025E-01,8.34961E-03
1.924E-07,3.68213E-01,2.00195E-03
1.926E-07,3.64307E-01,-5.32227E-03
1.928E-07,3.70654E-01,-2.88086E-03
1.930E-07,3.83838E-01,1.03027E-02
1.932E-07,3.91650E-01,1.90918E-02
1.934E-07,3.88232E-01,1.61621E-02
1.936E-07,3.77979E-01,6.39648E-03
1.938E-07,3.71631E-01,-1.90430E-03
1.940E-07,3.75537E-01,1.02539E-03
1.942E-07,3.80908E-01,4.93164E-03
1.944E-07,3.81885E-01,5.90820E-03
1.946E-07,3.80420E-01,3.46680E-03
1.948E-07,3.78955E-01,1.51367E-03
1.950E-07,3.78467E-01,3.46680E-03
1.952E-07,3.79443E-01,3.46680E-03
1.954E-07,3.73584E-01,1.51367E-03
1.956E-07,3.50146E-01,1.51367E-03
1.958E-07,3.06201E-01,3.46680E-03
1.960E-07,2.50537E-01,7.37305E-03
1.962E-07,1.95850E-01,1.17676E-02
1.964E-07,1.54346E-01,1.56738E-02
1.966E-07,1.24561E-01,2.05566E-02
1.968E-07,1.05029E-01,2.39746E-02
1.970E-07,9.33105E-02,2.78809E-02
1.972E-07,8.50098E-02,2.98340E-02
1.974E-07,7.76855E-02,3.08105E-02
1.976E-07,7.42676E-02,2.98340E-02
1.978E-07,7.03613E-02,2.88574E-02
1.980E-07,6.54785E-02,2.93457E-02
1.982E-07,5.91309E-02,2.93457E-02
1.984E-07,5.18066E-02,2.88574E-02
1.986E-07,4.59473E-02,2.78809E-02
1.988E-07,4.49707E-02,2.29980E-02
1.990E-07,4.44824E-02,1.95801E-02
1.992E-07,4.54590E-02,1.76270E-02
1.994E-07,4.05762E-02,1.76270E-02
1.996E-07,3.42285E-02,1.76270E-02
1.998E-07,3.03223E-02,1.90918E-02
2.000E-07,3.12988E-02,2.15332E-02
2.002E-07,3.22754E-02,2.15332E-02
2.004E-07,3.08105E-02,2.00684E-02
2.006E-07,2.73926E-02,1.66504E-02
2.008E-07,2.59277E-02,1.56738E-02
2.010E-07,2.54395E-02,1.61621E-02
2.012E-07,2.59277E-02,1.61621E-02
2.014E-07,2.44629E-02,1.66504E-02
2.016E-07,2.54395E-02,1.66504E-02
2.018E-07,2.69043E-02,1.61621E-02
2.020E-07,2.83691E-02,1.86035E-02
2.022E-07,2.88574E-02,1.95801E-02
2.024E-07,2.88574E-02,1.90918E-02
2.026E-07,2.88574E-02,1.86035E-02
2.028E-07,3.17871E-02,1.86035E-02
2.030E-07,3.47168E-02,2.49512E-02
2.032E-07,3.71582E-02,3.12988E-02
2.034E-07,3.17871E-02,2.93457E-02
2.036E-07,2.49512E-02,2.00684E-02
2.038E-07,1.90918E-02,1.32324E-02
2.040E-07,2.00684E-02,1.22559E-02
2.042E-07,2.20215E-02,1.37207E-02
2.044E-07,2.10449E-02,1.56738E-02
2.046E-07,2.00684E-02,1.81152E-02
2.048E-07,2.20215E-02,1.81152E-02
2.050E-07,2.49512E-02,2.00684E-02
2.052E-07,3.08105E-02,2.00684E-02
2.054E-07,3.52051E-02,1.86035E-02
2.056E-07,3.81348E-02,1.95801E-02
2.058E-07,3.91113E-02,2.29980E-02
2.060E-07,3.81348E-02,2.44629E-02
2.062E-07,3.47168E-02,2.05566E-02
2.064E-07,3.32520E-02,1.51855E-02
2.066E-07,3.08105E-02,1.22559E-02
2.068E-07,2.88574E-02,1.22559E-02
2.070E-07,2.98340E-02,1.37207E-02
2.072E-07,3.22754E-02,1.61621E-02
2.074E-07,3.32520E-02,1.81152E-02
2.076E-07,3.22754E-02,1.81152E-02
2.078E-07,2.93457E-02,1.86035E-02
2.080E-07,2.73926E-02,1.90918E-02
2.082E-07,2.64160E-02,1.95801E-02
2.084E-07,2.59277E-02,2.05566E-02
2.086E-07,2.49512E-02,2.00684E-02
2.088E-07,2.64160E-02,1.86035E-02
2.090E-07,2.64160E-02,2.00684E-02
2.092E-07,2.73926E-02,2.05566E-02
2.094E-07,2.69043E-02,2.10449E-02
2.096E-07,2.98340E-02,1.95801E-02
2.098E-07,3.17871E-02,1.95801E-02
2.100E-07,3.17871E-02,1.81152E-02
2.102E-07,2.98340E-02,1.86035E-02
2.104E-07,2.69043E-02,1.90918E-02
2.106E-07,2.64160E-02,2.05566E-02
2.108E-07,2.73926E-02,2.15332E-02
2.110E-07,2.93457E-02,2.44629E-02
2.112E-07,2.78809E-02,2.49512E-02
2.114E-07,2.54395E-02,2.49512E-02
2.116E-07,2.34863E-02,2.25098E-02
2.118E-07,2.15332E-02,1.90918E-02
2.120E-07,2.15332E-02,1.95801E-02
2.122E-07,2.15332E-02,1.76270E-02
2.124E-07,1.95801E-02,1.42090E-02
2.126E-07,1.90918E-02,1.03027E-02
2.128E-07,1.81152E-02,8.83789E-03
2.130E-07,1.42090E-02,7.37305E-03
2.132E-07,4.93164E-03,1.51367E-03
2.134E-07,-9.27734E-04,-6.78711E-03
2.136E-07,5.90820E-03,-3.85742E-03
2.138E-07,2.05566E-02,7.37305E-03
2.140E-07,3.03223E-02,1.76270E-02
2.142E-07,2.83691E-02,1.66504E-02
2.144E-07,1.86035E-02,7.86133E-03
2.146E-07,9.32617E-03,-4.39453E-04
2.148E-07,1.03027E-02,1.02539E-03
2.150E-07,1.37207E-02,4.44336E-03
2.152E-07,1.66504E-02,6.39648E-03
2.154E-07,1.61621E-02,4.44336E-03
2.156E-07,1.42090E-02,3.95508E-03
2.158E-07,1.12793E-02,6.39648E-03
2.160E-07,1.12793E-02,5.90820E-03
2.162E-07,1.37207E-02,7.37305E-03
2.164E-07,1.46973E-02,7.86133E-03
