in s,C1 in V,C3 in V
3.374E-07,9.32617E-03,1.03027E-02
3.376E-07,1.17676E-02,1.03027E-02
3.378E-07,1.22559E-02,1.03027E-02
3.380E-07,1.27441E-02,7.86133E-03
3.382E-07,4.93164E-03,5.37109E-04
3.384E-07,-2.88086E-03,-7.76367E-03
3.386E-07,5.37109E-04,-6.78711E-03
3.388E-07,1.46973E-02,4.93164E-03
3.390E-07,2.73926E-02,1.71387E-02
3.392E-07,2.88574E-02,1.95801E-02
3.394E-07,1.81152E-02,1.27441E-02
3.396E-07,9.81445E-03,3.46680E-03
3.398E-07,6.88477E-03,2.00195E-03
